Name,fuel_type,Transmission,Ownership,Mileage,Engine,Max Power,Seats,kilometers_driven,price,Year
Maruti,Petrol,Manual,First Owner,22.38,1197,88.5,5,9000,860000,2022
Hyundai,Petrol,Manual,First Owner,22.38,1197,88.5,5,14642,329000,2015
Tata,Cng,Manual,First Owner,22.38,1197,88.5,5,4437,590000,2022
BMW,Diesel,Manual,First Owner,22.38,1197,88.5,5,71000,3875000,2016
Hyundai,Petrol,Manual,First Owner,22.38,1197,88.5,5,90000,175000,2006
Audi,Diesel,Manual,First Owner,22.38,1197,88.5,5,43600,1200000,2015
Hyundai,Petrol,Manual,First Owner,15.29,1591,121.3,5,50000,766000,2017
Maruti,Petrol,Manual,First Owner,15.29,1591,121.3,5,33429,279000,2017
Hyundai,Petrol,Manual,First Owner,15.29,1591,121.3,5,34217,532000,2016
Honda,Petrol,Manual,First Owner,15.29,1591,121.3,5,88471,417000,2012
Maruti,Petrol,Manual,First Owner,15.29,1591,121.3,5,30000,725000,2016
Hyundai,Petrol,Manual,First Owner,15.29,1591,121.3,5,63521,425000,2016
Maruti,Petrol,Manual,First Owner,22.41,1197,88.5,5,40000,610000,2020
Hyundai,Petrol,Manual,First Owner,22.41,1197,88.5,5,36448,299000,2012
Volkswagen,Petrol,Manual,First Owner,22.41,1197,88.5,5,80101,525000,2017
Hyundai,Diesel,Manual,First Owner,22.41,1197,88.5,5,88479,532000,2018
Hyundai,Petrol,Manual,First Owner,22.41,1197,88.5,5,50000,550000,2018
Maruti,Petrol,Manual,First Owner,22.41,1197,88.5,5,18021,700000,2021
Skoda,Diesel,Automatic,Third Owner,21.66,1498,103.52,5,80000,475000,2015
Hyundai,Petrol,Automatic,Third Owner,21.66,1498,103.52,5,30739,622000,2022
Honda,Petrol,Automatic,Third Owner,21.66,1498,103.52,5,150000,170000,2007
Maruti,Petrol,Automatic,Third Owner,21.66,1498,103.52,5,39000,1150000,2020
Maruti,Petrol,Automatic,Third Owner,21.66,1498,103.52,5,98000,650000,2019
Maruti,Petrol,Automatic,Third Owner,21.66,1498,103.52,5,90000,61,2008
Hyundai,Petrol,Manual,Second Owner,18.9,1197,82.0,5,82000,390000,2014
Hyundai,Petrol,Manual,Second Owner,18.9,1197,82.0,5,21300,798000,2021
Maruti,Petrol,Manual,Second Owner,18.9,1197,82.0,5,50000,225000,2012
Volkswagen,Diesel,Manual,Second Owner,18.9,1197,82.0,5,50003,944000,2018
Honda,Petrol,Manual,Second Owner,18.9,1197,82.0,5,47000,775000,2017
Mercedes-Benz,Diesel,Manual,Second Owner,18.9,1197,82.0,5,38000,24500000,2021
Hyundai,Petrol,Automatic,First Owner,20.1,1197,81.86,5,32947,680000,2020
Hyundai,Petrol,Automatic,First Owner,20.1,1197,81.86,5,13463,618000,2020
Mahindra,Diesel,Automatic,First Owner,20.1,1197,81.86,5,100000,1600000,2019
Hyundai,Petrol,Automatic,First Owner,20.1,1197,81.86,5,82163,501000,2017
Hyundai,Petrol,Automatic,First Owner,20.1,1197,81.86,5,70000,900000,2019
Ford,Petrol,Automatic,First Owner,20.1,1197,81.86,5,39076,711000,2021
Jeep,Diesel,Manual,First Owner,19.26699580350531,1956,172.35,7,9000,3150000,2022
Maruti,Petrol,Manual,First Owner,19.26699580350531,1956,172.35,7,15477,430999,2019
Maruti,Petrol,Manual,First Owner,19.26699580350531,1956,172.35,7,72580,250000,2011
Maruti,Petrol,Manual,First Owner,19.26699580350531,1956,172.35,7,40000,850000,2022
Maruti,Petrol,Manual,First Owner,19.26699580350531,1956,172.35,7,16998,408000,2020
Mercedes-Benz,Petrol,Manual,First Owner,19.26699580350531,1956,172.35,7,36000,5250000,2020
Hyundai,Petrol,Manual,First Owner,17.0,1591,121.3,5,25000,855000,2018
Maruti,Petrol,Manual,First Owner,17.0,1591,121.3,5,33000,415000,2018
Hyundai,Diesel,Manual,First Owner,17.0,1591,121.3,5,120000,300000,2012
Maruti,Petrol,Manual,First Owner,17.0,1591,121.3,5,108560,472000,2016
Hyundai,Petrol,Manual,First Owner,17.0,1591,121.3,5,15256,642000,2017
Maruti,Cng,Manual,First Owner,17.0,1591,121.3,5,106848,423000,2018
Maruti,Petrol,Manual,First Owner,19.01,1462,103.2,6,10000,1200000,2022
Hyundai,Petrol,Manual,First Owner,19.01,1462,103.2,6,50000,180000,2010
Hyundai,Diesel,Manual,First Owner,19.01,1462,103.2,6,120000,1000000,2020
Mahindra,Diesel,Manual,First Owner,19.01,1462,103.2,6,70000,860000,2014
Hyundai,Petrol,Manual,First Owner,19.01,1462,103.2,6,70000,900000,2019
Toyota,Diesel,Manual,First Owner,19.01,1462,103.2,6,105000,1500000,2017
Skoda,Petrol,Manual,First Owner,18.72,1498,147.52,5,8413,1786000,2022
Audi,Petrol,Manual,First Owner,18.72,1498,147.52,5,15766,3700000,2021
Hyundai,Petrol,Manual,First Owner,18.72,1498,147.52,5,30000,420000,2019
Datsun,Petrol,Manual,First Owner,18.72,1498,147.52,5,28292,469000,2021
Datsun,Petrol,Manual,First Owner,18.72,1498,147.52,5,4495,521000,2020
Mini,Petrol,Manual,First Owner,18.72,1498,147.52,5,6500,4450000,2020
Hyundai,Petrol,Manual,First Owner,18.6,1197,81.83,5,34460,614000,2016
Hyundai,Diesel,Manual,First Owner,18.6,1197,81.83,5,28895,1675000,2021
Volkswagen,Diesel,Manual,First Owner,18.6,1197,81.83,5,100000,300000,2012
Maruti,Petrol,Manual,First Owner,18.6,1197,81.83,5,117467,289000,2017
Renault,Petrol,Manual,First Owner,18.6,1197,81.83,5,34561,695000,2020
Hyundai,Petrol,Manual,First Owner,18.6,1197,81.83,5,111237,140000,2010
Maruti,Petrol,Manual,First Owner,17.5,1298,85.8,5,33886,340000,2010
Maruti,Petrol,Manual,First Owner,17.5,1298,85.8,5,10000,620000,2019
Hyundai,Diesel,Manual,First Owner,17.5,1298,85.8,5,69000,675000,2018
Maruti,Petrol,Manual,First Owner,17.5,1298,85.8,5,65000,690000,2019
Maruti,Petrol,Manual,First Owner,17.5,1298,85.8,5,40000,390000,2018
Volkswagen,Petrol,Manual,First Owner,17.5,1298,85.8,5,70000,715000,2018
Hyundai,Petrol,Manual,Second Owner,17.19,1197,81.86,5,57910,558000,2016
Volkswagen,Diesel,Manual,Second Owner,17.19,1197,81.86,5,50000,380000,2015
Maruti,Diesel,Manual,Second Owner,17.19,1197,81.86,5,50040,625000,2017
Hyundai,Petrol,Manual,Second Owner,17.19,1197,81.86,5,60541,321000,2012
Tata,Petrol,Manual,Second Owner,17.19,1197,81.86,5,142135,429000,2016
Volvo,Diesel,Manual,Second Owner,17.19,1197,81.86,5,95000,1075000,2015
Renault,Petrol,Manual,Second Owner,20.0,999,71.01,7,46233,650000,2020
Mahindra,Diesel,Manual,Second Owner,20.0,999,71.01,7,70000,840000,2016
Honda,Petrol,Manual,Second Owner,20.0,999,71.01,7,48350,1290000,2015
Ford,Petrol,Manual,Second Owner,20.0,999,71.01,7,60000,575000,2015
Ford,Petrol,Manual,Second Owner,20.0,999,71.01,7,120000,520000,2021
Nissan,Petrol,Manual,Second Owner,20.0,999,71.01,7,13278,836999,2022
Honda,Petrol,Automatic,First Owner,18.3,1498,119.35,5,60000,950000,2017
Mercedes-Benz,Diesel,Automatic,First Owner,18.3,1498,119.35,5,24600,3500000,2020
Chevrolet,Petrol,Automatic,First Owner,18.3,1498,119.35,5,40000,110000,2011
Honda,Petrol,Automatic,First Owner,18.3,1498,119.35,5,76355,890000,2019
Maruti,Petrol,Automatic,First Owner,18.3,1498,119.35,5,9553,625000,2019
Mahindra,Diesel,Automatic,First Owner,18.3,1498,119.35,5,35000,1650000,2022
Maruti,Petrol,Manual,First Owner,22.38,1197,88.5,5,48979,710000,2021
Mahindra,Diesel,Manual,First Owner,22.38,1197,88.5,5,10711,1550000,2023
Chevrolet,Diesel,Manual,First Owner,22.38,1197,88.5,5,120000,217000,2011
Maruti,Petrol,Manual,First Owner,22.38,1197,88.5,5,60000,525000,2021
Renault,Petrol,Manual,First Owner,22.38,1197,88.5,5,7600,601000,2022
Nissan,Petrol,Manual,First Owner,22.38,1197,88.5,5,12255,894000,2022
MG,Petrol,Automatic,First Owner,13.96,1451,141.0,5,42000,1700000,2019
Maruti,Petrol,Automatic,First Owner,13.96,1451,141.0,5,90000,600000,2018
Tata,Diesel,Automatic,First Owner,13.96,1451,141.0,5,120000,250000,2011
Nissan,Diesel,Automatic,First Owner,13.96,1451,141.0,5,50000,900000,2019
Jeep,Diesel,Automatic,First Owner,13.96,1451,141.0,5,120000,1300000,2017
Mercedes-Benz,Petrol,Automatic,First Owner,13.96,1451,141.0,5,68000,6250000,2017
Ford,Diesel,Manual,First Owner,22.77,1498,98.59,5,106165,684000,2016
Hyundai,Petrol,Manual,First Owner,22.77,1498,98.59,5,19712,868000,2020
Honda,Petrol,Manual,First Owner,22.77,1498,98.59,5,74573,715000,2017
MG,Diesel,Manual,First Owner,22.77,1498,98.59,5,96000,1650000,2019
Hyundai,Petrol,Manual,First Owner,22.77,1498,98.59,5,20000,645000,2017
Tata,Diesel,Manual,First Owner,22.77,1498,98.59,5,67000,950000,2019
Datsun,Petrol,Manual,First Owner,22.7,799,53.64,5,91261,309000,2018
Honda,Petrol,Manual,First Owner,22.7,799,53.64,5,31772,917000,2019
Renault,Petrol,Manual,First Owner,22.7,799,53.64,5,64715,356000,2018
Mahindra,Diesel,Manual,First Owner,22.7,799,53.64,5,63000,1120000,2020
Audi,Diesel,Manual,First Owner,22.7,799,53.64,5,120000,1975000,2013
Maruti,Diesel,Manual,First Owner,22.7,799,53.64,5,37000,650000,2019
Maruti,Petrol,Manual,First Owner,21.63,998,67.05,5,36711,500000,2018
Hindustan Motors,Diesel,Manual,First Owner,21.63,998,67.05,5,150000,100000,2013
Honda,Diesel,Manual,First Owner,21.63,998,67.05,5,76000,525000,2014
Hyundai,Petrol,Manual,First Owner,21.63,998,67.05,5,40000,599000,2020
Hyundai,Petrol,Manual,First Owner,21.63,998,67.05,5,45578,695000,2016
Mercedes-Benz,Petrol,Manual,First Owner,21.63,998,67.05,5,8000,4399000,2020
BMW,Petrol,Automatic,First Owner,15.3,1998,254.79,5,9000,5500000,2021
Hyundai,Petrol,Automatic,First Owner,15.3,1998,254.79,5,31055,867000,2019
Maruti,Petrol,Automatic,First Owner,15.3,1998,254.79,5,99348,341000,2017
Hyundai,Petrol,Automatic,First Owner,15.3,1998,254.79,5,30000,1019999,2021
Volkswagen,Petrol,Automatic,First Owner,15.3,1998,254.79,5,100000,500000,2013
Maruti,Diesel,Automatic,First Owner,15.3,1998,254.79,5,54000,595000,2017
Maruti,Petrol,Manual,First Owner,21.4,1197,83.1,5,30428,650000,2018
Renault,Petrol,Manual,First Owner,21.4,1197,83.1,5,25695,827000,2021
Hyundai,Petrol,Manual,First Owner,21.4,1197,83.1,5,39176,443000,2017
Maruti,Petrol,Manual,First Owner,21.4,1197,83.1,5,101543,443000,2014
BMW,Diesel,Manual,First Owner,21.4,1197,83.1,5,100000,1644000,2014
Honda,Diesel,Manual,First Owner,21.4,1197,83.1,5,120000,499000,2014
Renault,Petrol,Manual,First Owner,23.01,999,67.0,5,49791,360000,2018
Maruti,Petrol,Manual,First Owner,23.01,999,67.0,5,20000,420000,2021
Maruti,Petrol,Manual,First Owner,23.01,999,67.0,5,50000,225000,2012
Maruti,Petrol,Manual,First Owner,23.01,999,67.0,5,66424,644000,2016
Ford,Petrol,Manual,First Owner,23.01,999,67.0,5,42000,894999,2019
Maruti,Petrol,Manual,First Owner,23.01,999,67.0,5,70000,150000,2010
MG,Diesel,Manual,First Owner,16.65,1956,167.67,6,40000,1875000,2021
Mahindra,Diesel,Manual,First Owner,16.65,1956,167.67,6,24181,942000,2019
Nissan,Petrol,Manual,First Owner,16.65,1956,167.67,6,80000,300000,2017
Maruti,Petrol,Manual,First Owner,16.65,1956,167.67,6,120000,750000,2020
Hyundai,Petrol,Manual,First Owner,16.65,1956,167.67,6,90000,350000,2013
Mercedes-Benz,Petrol,Manual,First Owner,16.65,1956,167.67,6,17000,6300000,2022
Hyundai,Petrol,Manual,Second Owner,19.1,1197,82.0,5,40000,450000,2014
Kia,Diesel,Manual,Second Owner,19.1,1197,82.0,5,70000,1300000,2020
Maruti,Petrol,Manual,Second Owner,19.1,1197,82.0,5,50000,750000,2020
Tata,Petrol,Manual,Second Owner,19.1,1197,82.0,5,33433,519000,2018
Hyundai,Diesel,Manual,Second Owner,19.1,1197,82.0,5,70000,550000,2012
Mercedes-Benz,Diesel,Manual,Second Owner,19.1,1197,82.0,5,45000,5200000,2016
Maruti,Petrol,Automatic,Second Owner,21.4,1197,83.1,5,50000,660000,2018
Renault,Petrol,Automatic,Second Owner,21.4,1197,83.1,5,42970,803999,2020
Maruti,Diesel,Automatic,Second Owner,21.4,1197,83.1,5,120000,490000,2016
Hyundai,Diesel,Automatic,Second Owner,21.4,1197,83.1,5,72169,695000,2016
Ford,Diesel,Automatic,Second Owner,21.4,1197,83.1,5,100000,750000,2010
Maruti,Petrol,Automatic,Second Owner,21.4,1197,83.1,5,19717,459000,2018
Maruti,Diesel,Manual,First Owner,24.3,1248,88.5,5,60000,950000,2019
Maruti,Petrol,Manual,First Owner,24.3,1248,88.5,5,12541,179000,2012
Maruti,Diesel,Manual,First Owner,24.3,1248,88.5,5,70000,450000,2012
Honda,Petrol,Manual,First Owner,24.3,1248,88.5,5,48175,981000,2018
Maruti,Petrol,Manual,First Owner,24.3,1248,88.5,5,16306,581000,2017
BMW,Petrol,Manual,First Owner,24.3,1248,88.5,5,20000,5190000,2021
Volkswagen,Petrol,Manual,First Owner,17.0,1198,74.0,5,60000,500000,2017
Hyundai,Petrol,Manual,First Owner,17.0,1198,74.0,5,10000,550000,2019
Hyundai,Petrol,Manual,First Owner,17.0,1198,74.0,5,40000,425000,2016
Maruti,Petrol,Manual,First Owner,17.0,1198,74.0,5,73452,425000,2014
Maruti,Petrol,Manual,First Owner,17.0,1198,74.0,5,25086,513000,2020
Maruti,Petrol,Manual,First Owner,17.0,1198,74.0,5,35495,332000,2017
Ford,Diesel,Automatic,First Owner,12.62,2198,158.0,7,70000,2390000,2017
Hyundai,Petrol,Automatic,First Owner,12.62,2198,158.0,7,10000,650000,2021
Hyundai,Petrol,Automatic,First Owner,12.62,2198,158.0,7,70000,65,2001
MG,Petrol,Automatic,First Owner,12.62,2198,158.0,7,54807,1537000,2020
Maruti,Petrol,Automatic,First Owner,12.62,2198,158.0,7,54845,650000,2017
Mercedes-Benz,Petrol,Automatic,First Owner,12.62,2198,158.0,7,25000,2190000,2016
Maruti,Petrol,Manual,Second Owner,20.51,998,67.04,5,107158,361000,2014
Honda,Petrol,Manual,Second Owner,20.51,998,67.04,5,49817,449000,2015
Ford,Petrol,Manual,Second Owner,20.51,998,67.04,5,100000,490000,2017
Maruti,Petrol,Manual,Second Owner,20.51,998,67.04,5,47118,323000,2017
Ford,Diesel,Manual,Second Owner,20.51,998,67.04,5,35642,806000,2020
Jeep,Petrol,Manual,Second Owner,20.51,998,67.04,5,27401,1550000,2018
Hyundai,Petrol,Manual,First Owner,18.9,1197,81.86,5,90811,549000,2019
Hyundai,Petrol,Manual,First Owner,18.9,1197,81.86,5,10000,650000,2021
Tata,Diesel,Manual,First Owner,18.9,1197,81.86,5,60000,150000,2012
Tata,Petrol,Manual,First Owner,18.9,1197,81.86,5,100000,700000,2017
Maruti,Petrol,Manual,First Owner,18.9,1197,81.86,5,22173,725000,2016
Maruti,Petrol,Manual,First Owner,18.9,1197,81.86,5,15981,426999,2019
Ford,Petrol,Manual,Third Owner,15.6,1196,70.0,5,76454,210000,2012
Renault,Petrol,Manual,Third Owner,15.6,1196,70.0,5,30000,250000,2016
Hyundai,Petrol,Manual,Third Owner,15.6,1196,70.0,5,29905,894999,2019
Nissan,Petrol,Manual,Third Owner,15.6,1196,70.0,5,41192,809000,2021
BMW,Diesel,Manual,Third Owner,15.6,1196,70.0,5,50000,4950000,2018
MG,Petrol,Manual,Third Owner,15.6,1196,70.0,5,7500,1900000,2022
Maruti,Petrol,Manual,First Owner,22.38,1197,88.5,5,57464,704000,2021
Tata,Petrol,Manual,First Owner,22.38,1197,88.5,5,10000,821000,2022
Maruti,Diesel,Manual,First Owner,22.38,1197,88.5,5,70000,490000,2015
Tata,Diesel,Manual,First Owner,22.38,1197,88.5,5,70000,1785000,2019
Hyundai,Petrol,Manual,First Owner,22.38,1197,88.5,5,67790,426000,2014
Audi,Petrol,Manual,First Owner,22.38,1197,88.5,5,6300,4200000,2022
Honda,Petrol,Manual,First Owner,19.5,1199,88.76,5,95072,729000,2019
Hyundai,Diesel,Manual,First Owner,19.5,1199,88.76,5,20000,300000,2013
Mercedes-Benz,Diesel,Manual,First Owner,19.5,1199,88.76,5,80000,875000,2013
Ford,Diesel,Manual,First Owner,19.5,1199,88.76,5,105264,2650000,2016
Maruti,Petrol,Manual,First Owner,19.5,1199,88.76,5,38000,484999,2019
Hyundai,Petrol,Manual,First Owner,19.5,1199,88.76,5,73052,183000,2011
Honda,Petrol,Automatic,First Owner,18.0,1497,117.3,5,51789,700000,2014
Maruti,Petrol,Automatic,First Owner,18.0,1497,117.3,5,10000,950000,2021
Tata,Diesel,Automatic,First Owner,18.0,1497,117.3,5,70000,1450000,2019
Honda,Petrol,Automatic,First Owner,18.0,1497,117.3,5,70000,1195000,2012
Honda,Petrol,Automatic,First Owner,18.0,1497,117.3,5,49713,351000,2012
Honda,Petrol,Automatic,First Owner,18.0,1497,117.3,5,61000,571000,2014
Hyundai,Petrol,Manual,Second Owner,18.6,1197,81.83,5,56028,619000,2018
Mahindra,Diesel,Manual,Second Owner,18.6,1197,81.83,5,80000,700000,2015
Honda,Diesel,Manual,Second Owner,18.6,1197,81.83,5,80000,625000,2018
Land Rover,Diesel,Manual,Second Owner,18.6,1197,81.83,5,50380,4800000,2017
Renault,Petrol,Manual,Second Owner,18.6,1197,81.83,5,10002,490000,2021
Tata,Petrol,Manual,Second Owner,18.6,1197,81.83,5,15036,806000,2021
Honda,Petrol,Manual,First Owner,17.8,1497,117.3,5,60000,725000,2017
Hyundai,Diesel,Manual,First Owner,17.8,1497,117.3,5,70000,280000,2014
Mahindra,Petrol,Manual,First Owner,17.8,1497,117.3,5,40000,850000,2020
Tata,Diesel,Manual,First Owner,17.8,1497,117.3,5,80000,245000,2010
Mahindra,Diesel,Manual,First Owner,17.8,1497,117.3,5,46706,1495000,2017
BMW,Diesel,Manual,First Owner,17.8,1497,117.3,5,94000,1700000,2015
Hyundai,Petrol,Manual,First Owner,20.7,1197,81.86,5,36460,621000,2020
Maruti,Petrol,Manual,First Owner,20.7,1197,81.86,5,6347,663000,2020
Skoda,Petrol,Manual,First Owner,20.7,1197,81.86,5,88069,859000,2021
Maruti,Petrol,Manual,First Owner,20.7,1197,81.86,5,51000,425000,2016
Maruti,Diesel,Manual,First Owner,20.7,1197,81.86,5,90000,509999,2014
Hyundai,Petrol,Manual,First Owner,20.7,1197,81.86,5,39000,525000,2018
Honda,Petrol,Manual,First Owner,19.5,1199,88.76,5,103249,685000,2020
Maruti,Petrol,Manual,First Owner,19.5,1199,88.76,5,19437,559000,2019
Hyundai,Petrol,Manual,First Owner,19.5,1199,88.76,5,50789,278000,2014
Renault,Petrol,Manual,First Owner,19.5,1199,88.76,5,31846,385000,2017
BMW,Diesel,Manual,First Owner,19.5,1199,88.76,5,106000,2750000,2016
Mahindra,Petrol,Manual,First Owner,19.5,1199,88.76,5,90000,250000,2016
Honda,Petrol,Manual,First Owner,18.6,1498,119.35,5,45568,950000,2021
Maruti,Diesel,Manual,First Owner,18.6,1498,119.35,5,61262,500000,2019
Hyundai,Diesel,Manual,First Owner,18.6,1498,119.35,5,76000,550000,2014
Hyundai,Diesel,Manual,First Owner,18.6,1498,119.35,5,63000,545000,2015
Volkswagen,Petrol,Manual,First Owner,18.6,1498,119.35,5,55833,1025000,2017
Skoda,Petrol,Manual,First Owner,18.6,1498,119.35,5,90000,120000,2011
Ford,Diesel,Automatic,First Owner,12.62,2198,158.0,7,130000,1850000,2017
Tata,Petrol,Automatic,First Owner,12.62,2198,158.0,7,6059,934000,2021
Maruti,Petrol,Automatic,First Owner,12.62,2198,158.0,7,42212,304000,2019
Hyundai,Diesel,Automatic,First Owner,12.62,2198,158.0,7,114676,588000,2015
Audi,Diesel,Automatic,First Owner,12.62,2198,158.0,7,46716,2345000,2015
Mercedes-Benz,Diesel,Automatic,First Owner,12.62,2198,158.0,7,44000,5550000,2017
MG,Diesel,Manual,First Owner,16.65,1956,167.67,6,60000,1850000,2021
Tata,Diesel,Manual,First Owner,16.65,1956,167.67,6,9134,914000,2022
Honda,Petrol,Manual,First Owner,16.65,1956,167.67,6,105227,371000,2015
Hyundai,Diesel,Manual,First Owner,16.65,1956,167.67,6,82662,747000,2019
Skoda,Diesel,Manual,First Owner,16.65,1956,167.67,6,54000,825000,2016
Maruti,Petrol,Manual,First Owner,16.65,1956,167.67,6,120000,60,2006
Skoda,Diesel,Manual,First Owner,20.5,1598,103.5,5,100521,409999,2013
Maruti,Petrol,Manual,First Owner,20.5,1598,103.5,5,23092,840000,2022
Skoda,Diesel,Manual,First Owner,20.5,1598,103.5,5,150000,125000,2006
Maruti,Petrol,Manual,First Owner,20.5,1598,103.5,5,50000,280000,2014
Ford,Diesel,Manual,First Owner,20.5,1598,103.5,5,68000,675000,2016
Renault,Petrol,Manual,First Owner,20.5,1598,103.5,5,30000,265000,2018
Volkswagen,Petrol,Manual,First Owner,19.44,999,75.0,5,42709,570000,2019
Tata,Diesel,Manual,First Owner,19.44,999,75.0,5,33937,684000,2020
Hyundai,Diesel,Manual,First Owner,19.44,999,75.0,5,92700,1250000,2019
Renault,Petrol,Manual,First Owner,19.44,999,75.0,5,66518,633000,2019
Ford,Diesel,Manual,First Owner,19.44,999,75.0,5,113348,190000,2010
Volvo,Petrol,Manual,First Owner,19.44,999,75.0,5,4900,6150000,2021
Mahindra,Diesel,Manual,Second Owner,18.49,1493,100.0,7,150000,550000,2016
Maruti,Petrol,Manual,Second Owner,18.49,1493,100.0,7,20000,524000,2015
Chevrolet,Diesel,Manual,Second Owner,18.49,1493,100.0,7,120000,339000,2011
Honda,Petrol,Manual,Second Owner,18.49,1493,100.0,7,57927,814000,2017
Audi,Diesel,Manual,Second Owner,18.49,1493,100.0,7,134000,890000,2014
Mini,Petrol,Manual,Second Owner,18.49,1493,100.0,7,36000,1975000,2015
Honda,Petrol,Manual,First Owner,17.4,1497,117.3,5,100000,600000,2015
Toyota,Petrol,Manual,First Owner,17.4,1497,117.3,5,49134,442000,2017
Maruti,Petrol,Manual,First Owner,17.4,1497,117.3,5,30000,70,2006
Maruti,Petrol,Manual,First Owner,17.4,1497,117.3,5,40000,900000,2019
Renault,Petrol,Manual,First Owner,17.4,1497,117.3,5,20000,823000,2022
Maruti,Petrol,Manual,First Owner,17.4,1497,117.3,5,4975,519000,2022
Volkswagen,Diesel,Manual,Third Owner,15.0,1896,105.0,5,120000,225999,2009
Maruti,Petrol,Manual,Third Owner,15.0,1896,105.0,5,71900,192000,2010
Maruti,Petrol,Manual,Third Owner,15.0,1896,105.0,5,12168,695000,2021
Tata,Petrol,Manual,Third Owner,15.0,1896,105.0,5,16115,605000,2021
Maruti,Petrol,Manual,Third Owner,15.0,1896,105.0,5,52311,554000,2014
Maruti,Cng,Manual,Third Owner,15.0,1896,105.0,5,48000,249000,2014
Hyundai,Petrol,Automatic,First Owner,14.62,1999,149.92,5,30000,1350000,2018
Maruti,Petrol,Automatic,First Owner,14.62,1999,149.92,5,20000,580000,2020
Hyundai,Diesel,Automatic,First Owner,14.62,1999,149.92,5,10000,685000,2022
Hyundai,Petrol,Automatic,First Owner,14.62,1999,149.92,5,50829,270000,2009
Maruti,Petrol,Automatic,First Owner,14.62,1999,149.92,5,59514,499000,2014
Renault,Petrol,Automatic,First Owner,14.62,1999,149.92,5,36758,558000,2021
BMW,Diesel,Automatic,First Owner,22.69,1995,190.0,5,70000,2600000,2016
BMW,Diesel,Automatic,First Owner,22.69,1995,190.0,5,20000,3800000,2019
Tata,Petrol,Automatic,First Owner,22.69,1995,190.0,5,30000,60,2011
Hyundai,Petrol,Automatic,First Owner,22.69,1995,190.0,5,25467,622000,2019
Renault,Petrol,Automatic,First Owner,22.69,1995,190.0,5,10000,815000,2022
BMW,Petrol,Automatic,First Owner,22.69,1995,190.0,5,3500,5590000,2022
Hyundai,Petrol,Manual,First Owner,18.9,1197,82.0,5,104279,365000,2014
Honda,Petrol,Manual,First Owner,18.9,1197,82.0,5,10000,828999,2021
Hyundai,Electric,Manual,First Owner,18.9,1197,82.0,5,75000,1600000,2021
Maruti,Petrol,Manual,First Owner,18.9,1197,82.0,5,71071,317000,2020
Maruti,Petrol,Manual,First Owner,18.9,1197,82.0,5,36743,719000,2020
Renault,Petrol,Manual,First Owner,18.9,1197,82.0,5,10000,1025000,2022
Hyundai,Petrol,Manual,First Owner,17.19,1197,81.86,5,73321,707000,2018
Ford,Diesel,Manual,First Owner,17.19,1197,81.86,5,22336,2649000,2017
Hyundai,Petrol,Manual,First Owner,17.19,1197,81.86,5,73500,1560000,2020
Hyundai,Petrol,Manual,First Owner,17.19,1197,81.86,5,55000,795000,2016
Maruti,Petrol,Manual,First Owner,17.19,1197,81.86,5,83046,372000,2015
Nissan,Petrol,Manual,First Owner,17.19,1197,81.86,5,61882,698000,2021
Hyundai,Petrol,Manual,First Owner,17.0,1591,121.3,5,50000,800000,2017
BMW,Diesel,Manual,First Owner,17.0,1591,121.3,5,30000,1950000,2016
Tata,Electric,Manual,First Owner,17.0,1591,121.3,5,4140,1600000,2023
Hyundai,Petrol,Manual,First Owner,17.0,1591,121.3,5,55563,602000,2017
Maruti,Petrol,Manual,First Owner,17.0,1591,121.3,5,10000,515000,2018
Volkswagen,Petrol,Manual,First Owner,17.0,1591,121.3,5,66000,275000,2011
Hyundai,Petrol,Manual,First Owner,20.3,1086,68.0,5,34279,520000,2018
Hyundai,Petrol,Manual,First Owner,20.3,1086,68.0,5,10000,600000,2019
MG,Electric,Manual,First Owner,20.3,1086,68.0,5,10371,2450000,2022
Hyundai,Petrol,Manual,First Owner,20.3,1086,68.0,5,54000,575000,2015
Honda,Petrol,Manual,First Owner,20.3,1086,68.0,5,59420,554000,2016
Land Rover,Petrol,Manual,First Owner,20.3,1086,68.0,5,46000,3950000,2018
Hyundai,Petrol,Manual,Second Owner,18.6,1197,81.83,5,55040,602000,2016
Honda,Petrol,Manual,Second Owner,18.6,1197,81.83,5,48384,775000,2019
Isuzu,Diesel,Manual,Second Owner,18.6,1197,81.83,5,75210,1490000,2016
Hyundai,Petrol,Manual,Second Owner,18.6,1197,81.83,5,70000,675000,2019
Tata,Petrol,Manual,Second Owner,18.6,1197,81.83,5,4545,700000,2023
Maruti,Petrol,Manual,Second Owner,18.6,1197,81.83,5,6088,524000,2021
Hyundai,Diesel,Automatic,Second Owner,22.0,1582,126.2,5,39000,1050000,2018
MG,Petrol,Automatic,Second Owner,22.0,1582,126.2,5,32000,1365000,2019
Maruti,Petrol,Automatic,Second Owner,22.0,1582,126.2,5,69159,379000,2017
Volvo,Diesel,Automatic,Second Owner,22.0,1582,126.2,5,54000,1998999,2017
Maruti,Petrol,Automatic,Second Owner,22.0,1582,126.2,5,70404,409999,2011
Hyundai,Petrol,Automatic,Second Owner,22.0,1582,126.2,5,23000,675000,2018
Hyundai,Diesel,Manual,Second Owner,22.54,1396,88.73,5,104336,546000,2014
Skoda,Petrol,Manual,Second Owner,22.54,1396,88.73,5,20000,850000,2020
Maruti,Petrol,Manual,Second Owner,22.54,1396,88.73,5,56992,252999,2011
