Name,fuel_type,Transmission,Ownership,Mileage,Engine,Max Power,Seats,kilometers_driven,price,Year
Kia,Petrol,Automatic,First Owner,19.26699580350531,998,118.36,5,20000,1150000,2022
Toyota,Petrol,Automatic,First Owner,19.26699580350531,998,118.36,5,70000,975000,2014
Hyundai,Diesel,Automatic,First Owner,19.26699580350531,998,118.36,5,120000,509999,2015
Volkswagen,Petrol,Automatic,First Owner,19.26699580350531,998,118.36,5,20000,1044000,2022
Maruti,Petrol,Automatic,First Owner,19.26699580350531,998,118.36,5,120000,400000,2015
Kia,Diesel,Automatic,First Owner,19.26699580350531,998,118.36,5,10000,1900000,2022
Maruti,Petrol,Manual,First Owner,15.37,1196,73.0,7,20687,415000,2015
Datsun,Petrol,Manual,First Owner,15.37,1196,73.0,7,23981,266000,2017
Maruti,Petrol,Manual,First Owner,15.37,1196,73.0,7,66951,381000,2012
Hyundai,Petrol,Manual,First Owner,15.37,1196,73.0,7,85582,260000,2014
Ford,Petrol,Manual,First Owner,15.37,1196,73.0,7,32706,811000,2018
Hyundai,Petrol,Manual,First Owner,15.37,1196,73.0,7,57437,762000,2016
Nissan,Petrol,Manual,First Owner,20.0,999,98.63,5,30000,750000,2021
Renault,Petrol,Manual,First Owner,20.0,999,98.63,5,7100,595000,2021
Maruti,Petrol,Manual,First Owner,20.0,999,98.63,5,80000,320000,2016
Hyundai,Petrol,Manual,First Owner,20.0,999,98.63,5,10000,955000,2023
Tata,Petrol,Manual,First Owner,20.0,999,98.63,5,11949,585000,2018
Mercedes-Benz,Petrol,Manual,First Owner,20.0,999,98.63,5,8000,5600000,2020
Hyundai,Petrol,Manual,First Owner,19.81,1086,68.05,5,59247,398000,2015
Hyundai,Petrol,Manual,First Owner,19.81,1086,68.05,5,71574,223000,2011
Hyundai,Petrol,Manual,First Owner,19.81,1086,68.05,5,44392,420000,2017
Maruti,Petrol,Manual,First Owner,19.81,1086,68.05,5,50750,671000,2017
Hyundai,Petrol,Manual,First Owner,19.81,1086,68.05,5,17794,462000,2014
Maruti,Petrol,Manual,First Owner,19.81,1086,68.05,5,28151,523000,2018
Honda,Petrol,Manual,First Owner,18.7,1199,88.7,5,50000,550000,2015
Audi,Diesel,Manual,First Owner,18.7,1199,88.7,5,50000,1200000,2014
Maruti,Petrol,Manual,First Owner,18.7,1199,88.7,5,40000,350000,2016
Mahindra,Petrol,Manual,First Owner,18.7,1199,88.7,5,10000,1900000,2022
Maruti,Diesel,Manual,First Owner,18.7,1199,88.7,5,60000,790000,2015
Hyundai,Petrol,Manual,First Owner,18.7,1199,88.7,5,60000,765000,2017
Mercedes-Benz,Diesel,Automatic,First Owner,13.0,2143,204.0,5,20000,3300000,2016
Maruti,Petrol,Automatic,First Owner,13.0,2143,204.0,5,35629,425000,2018
Hyundai,Diesel,Automatic,First Owner,13.0,2143,204.0,5,150000,150000,2007
Kia,Petrol,Automatic,First Owner,13.0,2143,204.0,5,10000,1178000,2021
Jeep,Diesel,Automatic,First Owner,13.0,2143,204.0,5,20000,1900000,2020
Kia,Petrol,Automatic,First Owner,13.0,2143,204.0,5,20000,894999,2021
Maruti,Petrol,Automatic,First Owner,23.1,998,67.04,5,29403,453000,2016
Hyundai,Petrol,Automatic,First Owner,23.1,998,67.04,5,11476,596000,2020
Hyundai,Petrol,Automatic,First Owner,23.1,998,67.04,5,91771,488999,2016
Maruti,Petrol,Automatic,First Owner,23.1,998,67.04,5,66366,488999,2017
Datsun,Petrol,Automatic,First Owner,23.1,998,67.04,5,37772,345000,2017
Hyundai,Cng,Automatic,First Owner,23.1,998,67.04,5,42682,708000,2021
Maruti,Petrol,Manual,First Owner,19.0,998,66.1,5,42700,285000,2010
Renault,Petrol,Manual,First Owner,19.0,998,66.1,5,31000,250000,2018
Skoda,Diesel,Manual,First Owner,19.0,998,66.1,5,90000,425000,2011
Hyundai,Petrol,Manual,First Owner,19.0,998,66.1,5,5000,1541000,2022
Hyundai,Petrol,Manual,First Owner,19.0,998,66.1,5,30000,1200000,2021
Volkswagen,Petrol,Manual,First Owner,19.0,998,66.1,5,44653,400000,2017
BMW,Diesel,Automatic,First Owner,16.55,1995,187.7,5,23001,5000000,2018
Maruti,Petrol,Automatic,First Owner,16.55,1995,187.7,5,41005,221000,2011
BMW,Diesel,Automatic,First Owner,16.55,1995,187.7,5,58621,1375000,2014
Maruti,Petrol,Automatic,First Owner,16.55,1995,187.7,5,72544,465000,2017
Maruti,Petrol,Automatic,First Owner,16.55,1995,187.7,5,37000,960000,2018
Hyundai,Cng,Automatic,First Owner,16.55,1995,187.7,5,7000,725000,2022
Ford,Petrol,Automatic,Second Owner,14.8,1497,121.36,5,25925,821000,2018
Maruti,Petrol,Automatic,Second Owner,14.8,1497,121.36,5,60055,208000,2010
Skoda,Diesel,Automatic,Second Owner,14.8,1497,121.36,5,90000,450000,2011
Ford,Petrol,Automatic,Second Owner,14.8,1497,121.36,5,29154,728000,2021
Tata,Petrol,Automatic,Second Owner,14.8,1497,121.36,5,11949,585000,2017
Maruti,Petrol,Automatic,Second Owner,14.8,1497,121.36,5,67823,663000,2019
Hyundai,Petrol,Manual,First Owner,21.0,1197,81.8,5,20000,865000,2021
Maruti,Petrol,Manual,First Owner,21.0,1197,81.8,5,65005,311000,2013
Hyundai,Diesel,Manual,First Owner,21.0,1197,81.8,5,120000,350000,2013
Tata,Petrol,Manual,First Owner,21.0,1197,81.8,5,70000,530000,2018
Maruti,Petrol,Manual,First Owner,21.0,1197,81.8,5,50000,690000,2018
Honda,Petrol,Manual,First Owner,21.0,1197,81.8,5,50000,390000,2014
Honda,Petrol,Automatic,First Owner,18.2,1199,88.7,5,17711,792000,2019
Renault,Petrol,Automatic,First Owner,18.2,1199,88.7,5,2657,463999,2022
Tata,Diesel,Automatic,First Owner,18.2,1199,88.7,5,120000,449000,2017
Datsun,Petrol,Automatic,First Owner,18.2,1199,88.7,5,33730,466000,2021
Hyundai,Petrol,Automatic,First Owner,18.2,1199,88.7,5,24887,682000,2019
Nissan,Diesel,Automatic,First Owner,18.2,1199,88.7,5,97055,784000,2019
BMW,Diesel,Automatic,First Owner,20.37,1995,187.74,5,50000,4050000,2020
Hyundai,Petrol,Automatic,First Owner,20.37,1995,187.74,5,16000,204999,2011
Hyundai,Petrol,Automatic,First Owner,20.37,1995,187.74,5,53165,295000,2011
Renault,Petrol,Automatic,First Owner,20.37,1995,187.74,5,51113,457000,2020
Honda,Petrol,Automatic,First Owner,20.37,1995,187.74,5,23000,825000,2018
Toyota,Petrol,Automatic,First Owner,20.37,1995,187.74,5,114000,2100000,2017
Maruti,Petrol,Manual,First Owner,22.0,1197,81.8,5,50000,610000,2018
Tata,Diesel,Manual,First Owner,22.0,1197,81.8,5,7426,2175000,2023
BMW,Diesel,Manual,First Owner,22.0,1197,81.8,5,13500,5890000,2020
Volkswagen,Diesel,Manual,First Owner,22.0,1197,81.8,5,40000,350000,2013
Tata,Petrol,Manual,First Owner,22.0,1197,81.8,5,48928,595000,2018
Kia,Diesel,Manual,First Owner,22.0,1197,81.8,5,24000,1350000,2022
Hyundai,Petrol,Manual,Second Owner,18.9,1197,81.86,5,51125,511000,2018
Maruti,Petrol,Manual,Second Owner,18.9,1197,81.86,5,27046,643000,2018
BMW,Diesel,Manual,Second Owner,18.9,1197,81.86,5,44210,10500000,2020
Maruti,Petrol,Manual,Second Owner,18.9,1197,81.86,5,40000,290000,2009
Mahindra,Diesel,Manual,Second Owner,18.9,1197,81.86,5,108862,690000,2014
BMW,Diesel,Manual,Second Owner,18.9,1197,81.86,5,30000,2350000,2016
Tata,Diesel,Manual,First Owner,21.5,1497,108.5,5,69233,710000,2019
Toyota,Diesel,Manual,First Owner,21.5,1497,108.5,5,30100,3750000,2021
Skoda,Diesel,Manual,First Owner,21.5,1497,108.5,5,63255,1989999,2017
BMW,Diesel,Manual,First Owner,21.5,1497,108.5,5,60000,3800000,2020
Jeep,Diesel,Manual,First Owner,21.5,1497,108.5,5,80000,1350000,2018
Mini,Electric,Manual,First Owner,21.5,1497,108.5,5,6000,4600000,2023
Jeep,Diesel,Manual,First Owner,17.1,1956,167.67,5,65000,1225000,2017
Maruti,Petrol,Manual,First Owner,17.1,1956,167.67,5,9000,545000,2022
Maruti,Diesel,Manual,First Owner,17.1,1956,167.67,5,79215,475000,2015
Maruti,Petrol,Manual,First Owner,17.1,1956,167.67,5,64500,375000,2014
Mercedes-Benz,Diesel,Manual,First Owner,17.1,1956,167.67,5,16000,5595000,2022
Toyota,Petrol,Manual,First Owner,17.1,1956,167.67,5,7000,2250000,2022
Honda,Petrol,Manual,First Owner,17.4,1497,117.3,5,93281,570000,2014
Hyundai,Petrol,Manual,First Owner,17.4,1497,117.3,5,17000,750000,2022
Hyundai,Petrol,Manual,First Owner,17.4,1497,117.3,5,200,2000000,2023
Maruti,Petrol,Manual,First Owner,17.4,1497,117.3,5,40000,600000,2020
Hyundai,Diesel,Manual,First Owner,17.4,1497,117.3,5,65376,521000,2014
MG,Diesel,Manual,First Owner,17.4,1497,117.3,5,34000,3500000,2021
Toyota,Diesel,Manual,First Owner,19.26699580350531,2755,201.15,7,18000,3900000,2022
Jeep,Diesel,Manual,First Owner,19.26699580350531,2755,201.15,7,49200,1650000,2021
Mahindra,Petrol,Manual,First Owner,19.26699580350531,2755,201.15,7,40000,900000,2019
Jeep,Diesel,Manual,First Owner,19.26699580350531,2755,201.15,7,80000,1400000,2018
Tata,Petrol,Manual,First Owner,19.26699580350531,2755,201.15,7,10000,1005000,2022
BMW,Diesel,Manual,First Owner,19.26699580350531,2755,201.15,7,29000,900000,2013
Honda,Petrol,Manual,Second Owner,18.0,1198,86.7,5,99225,375000,2014
Hyundai,Petrol,Manual,Second Owner,18.0,1198,86.7,5,35000,225000,2009
Tata,Petrol,Manual,Second Owner,18.0,1198,86.7,5,40000,950000,2021
Jeep,Diesel,Manual,Second Owner,18.0,1198,86.7,5,50000,1900000,2019
Honda,Petrol,Manual,Second Owner,18.0,1198,86.7,5,67000,775000,2016
Mercedes-Benz,Petrol,Manual,Second Owner,18.0,1198,86.7,5,38000,5245000,2020
Hyundai,Petrol,Manual,First Owner,20.3,998,68.05,5,30000,275000,2016
Land Rover,Diesel,Manual,First Owner,20.3,998,68.05,5,30000,5990000,2020
Tata,Diesel,Manual,First Owner,20.3,998,68.05,5,60000,1900000,2020
Hyundai,Petrol,Manual,First Owner,20.3,998,68.05,5,40000,740000,2020
BMW,Diesel,Manual,First Owner,20.3,998,68.05,5,100000,2200000,2011
Tata,Diesel,Manual,First Owner,20.3,998,68.05,5,150000,350000,2013
Honda,Petrol,Manual,First Owner,18.0,1198,86.7,5,30602,429000,2014
Maruti,Petrol,Manual,First Owner,18.0,1198,86.7,5,54044,315000,2017
Volkswagen,Petrol,Manual,First Owner,18.0,1198,86.7,5,92721,436000,2017
Hyundai,Petrol,Manual,First Owner,18.0,1198,86.7,5,39886,766000,2020
Maruti,Petrol,Manual,First Owner,18.0,1198,86.7,5,18083,582000,2016
Hyundai,Diesel,Manual,First Owner,18.0,1198,86.7,5,83329,839000,2019
Maruti,Diesel,Manual,First Owner,25.2,1248,74.0,5,64500,675000,2018
Tata,Petrol,Manual,First Owner,25.2,1248,74.0,5,6500,799000,2021
Hyundai,Diesel,Manual,First Owner,25.2,1248,74.0,5,90000,1000000,2016
Renault,Diesel,Manual,First Owner,25.2,1248,74.0,5,107588,440000,2014
Renault,Petrol,Manual,First Owner,25.2,1248,74.0,5,30000,1090000,2020
Maruti,Petrol,Manual,First Owner,25.2,1248,74.0,5,43000,120000,2008
Honda,Petrol,Manual,Second Owner,17.8,1497,117.3,5,46809,793000,2017
Maruti,Petrol,Manual,Second Owner,17.8,1497,117.3,5,29159,526000,2017
Volkswagen,Petrol,Manual,Second Owner,17.8,1497,117.3,5,34644,252000,2012
Hyundai,Petrol,Manual,Second Owner,17.8,1497,117.3,5,36621,519000,2017
Tata,Petrol,Manual,Second Owner,17.8,1497,117.3,5,57634,457000,2016
Hyundai,Petrol,Manual,Second Owner,17.8,1497,117.3,5,8000,750000,2022
Tata,Electric,Automatic,First Owner,19.26699580350531,0,127.0,5,20000,1100000,2020
Land Rover,Diesel,Automatic,First Owner,19.26699580350531,0,127.0,5,30000,5990000,2020
Maruti,Petrol,Automatic,First Owner,19.26699580350531,0,127.0,5,23000,685000,2021
MG,Diesel,Automatic,First Owner,19.26699580350531,0,127.0,5,80000,1600000,2020
Mercedes-Benz,Petrol,Automatic,First Owner,19.26699580350531,0,127.0,5,50000,4900000,2016
Skoda,Petrol,Automatic,First Owner,19.26699580350531,0,127.0,5,11404,1284000,2021
Hyundai,Diesel,Automatic,First Owner,17.01,1582,126.2,5,20000,1425000,2019
Honda,Petrol,Automatic,First Owner,17.01,1582,126.2,5,31968,675000,2016
Honda,Petrol,Automatic,First Owner,17.01,1582,126.2,5,100000,550000,2015
Maruti,Petrol,Automatic,First Owner,17.01,1582,126.2,5,18900,525000,2022
Honda,Petrol,Automatic,First Owner,17.01,1582,126.2,5,110000,550000,2015
Hyundai,Petrol,Automatic,First Owner,17.01,1582,126.2,5,70000,850000,2019
Hyundai,Petrol,Automatic,First Owner,18.15,998,118.35,5,21725,1036000,2020
Hyundai,Petrol,Automatic,First Owner,18.15,998,118.35,5,44150,612000,2019
Honda,Diesel,Automatic,First Owner,18.15,998,118.35,5,95000,699000,2018
Kia,Diesel,Automatic,First Owner,18.15,998,118.35,5,70754,1108000,2019
Hyundai,Petrol,Automatic,First Owner,18.15,998,118.35,5,23447,570000,2018
Tata,Diesel,Automatic,First Owner,18.15,998,118.35,5,23000,869999,2023
Honda,Petrol,Manual,First Owner,17.8,1497,117.3,5,80000,800000,2016
Hyundai,Petrol,Manual,First Owner,17.8,1497,117.3,5,60000,189000,2010
Maruti,Diesel,Manual,First Owner,17.8,1497,117.3,5,69000,750000,2018
Maruti,Petrol,Manual,First Owner,17.8,1497,117.3,5,59832,420000,2020
Hyundai,Lpg,Manual,First Owner,17.8,1497,117.3,5,30000,220000,2009
Maruti,Petrol,Manual,First Owner,17.8,1497,117.3,5,19044,634000,2022
Audi,Petrol,Automatic,Second Owner,13.53,1984,177.01,5,88000,1400000,2013
Hyundai,Petrol,Automatic,Second Owner,13.53,1984,177.01,5,25009,990000,2018
Maruti,Petrol,Automatic,Second Owner,13.53,1984,177.01,5,22000,325000,2018
Maruti,Petrol,Automatic,Second Owner,13.53,1984,177.01,5,60068,605000,2017
Mercedes-Benz,Petrol,Automatic,Second Owner,13.53,1984,177.01,5,33000,4145000,2017
BMW,Petrol,Automatic,Second Owner,13.53,1984,177.01,5,23500,7500000,2017
Honda,Petrol,Automatic,Second Owner,17.4,1497,117.6,5,30360,1088000,2019
Maruti,Petrol,Automatic,Second Owner,17.4,1497,117.6,5,46469,534000,2020
BMW,Diesel,Automatic,Second Owner,17.4,1497,117.6,5,85000,1300000,2012
Maruti,Petrol,Automatic,Second Owner,17.4,1497,117.6,5,41261,326000,2018
Mahindra,Diesel,Automatic,Second Owner,17.4,1497,117.6,5,87667,861000,2014
Hyundai,Petrol,Automatic,Second Owner,17.4,1497,117.6,5,17367,1250000,2019
Maruti,Petrol,Automatic,Second Owner,21.4,1197,83.1,5,70000,590000,2017
Hyundai,Petrol,Automatic,Second Owner,21.4,1197,83.1,5,45000,800000,2018
Skoda,Diesel,Automatic,Second Owner,21.4,1197,83.1,5,90000,2250000,2017
Ford,Petrol,Automatic,Second Owner,21.4,1197,83.1,5,32209,950000,2020
Audi,Diesel,Automatic,Second Owner,21.4,1197,83.1,5,40000,1785000,2016
Kia,Diesel,Automatic,Second Owner,21.4,1197,83.1,5,3800,1325000,2020
Hyundai,Petrol,Manual,First Owner,18.9,1197,82.0,5,16246,568000,2016
Hyundai,Petrol,Manual,First Owner,18.9,1197,82.0,5,31577,983000,2020
BMW,Diesel,Manual,First Owner,18.9,1197,82.0,5,82243,4600000,2017
Honda,Petrol,Manual,First Owner,18.9,1197,82.0,5,75747,639000,2018
Mahindra,Diesel,Manual,First Owner,18.9,1197,82.0,5,79012,802999,2014
BMW,Petrol,Manual,First Owner,18.9,1197,82.0,5,45000,3215000,2017
Maruti,Petrol,Automatic,Second Owner,23.1,998,67.04,5,55000,400000,2017
Maruti,Petrol,Automatic,Second Owner,23.1,998,67.04,5,56005,281000,2014
Hyundai,Petrol,Automatic,Second Owner,23.1,998,67.04,5,63000,375000,2013
Hyundai,Petrol,Automatic,Second Owner,23.1,998,67.04,5,49241,712000,2018
Jeep,Diesel,Automatic,Second Owner,23.1,998,67.04,5,31344,2565000,2021
Hyundai,Petrol,Automatic,Second Owner,23.1,998,67.04,5,43124,421000,2014
Toyota,Petrol,Automatic,First Owner,8.0,2694,163.6,7,13000,2790000,2022
Maruti,Petrol,Automatic,First Owner,8.0,2694,163.6,7,10005,535000,2021
Maruti,Diesel,Automatic,First Owner,8.0,2694,163.6,7,77177,560000,2016
Mercedes-Benz,Diesel,Automatic,First Owner,8.0,2694,163.6,7,100000,3000000,2018
Hyundai,Petrol,Automatic,First Owner,8.0,2694,163.6,7,50000,674000,2018
Mahindra,Diesel,Automatic,First Owner,8.0,2694,163.6,7,20000,1300000,2020
Maruti,Petrol,Automatic,Second Owner,23.1,998,67.04,5,71638,422000,2016
Hyundai,Petrol,Automatic,Second Owner,23.1,998,67.04,5,41163,475000,2017
Volkswagen,Diesel,Automatic,Second Owner,23.1,998,67.04,5,28368,590000,2011
Ford,Diesel,Automatic,Second Owner,23.1,998,67.04,5,119422,2250000,2016
Maruti,Petrol,Automatic,Second Owner,23.1,998,67.04,5,12434,349000,2015
Hyundai,Diesel,Automatic,Second Owner,23.1,998,67.04,5,60000,1000000,2017
Honda,Petrol,Manual,First Owner,18.0,1198,86.7,5,46105,450000,2015
Mercedes-Benz,Diesel,Manual,First Owner,18.0,1198,86.7,5,17839,5300000,2020
Renault,Petrol,Manual,First Owner,18.0,1198,86.7,5,40000,555000,2022
Maruti,Petrol,Manual,First Owner,18.0,1198,86.7,5,33488,670000,2021
Maruti,Petrol,Manual,First Owner,18.0,1198,86.7,5,60000,1050000,2019
Maruti,Petrol,Manual,First Owner,18.0,1198,86.7,5,36000,600000,2018
Honda,Petrol,Manual,First Owner,17.5,1199,88.7,5,60000,650000,2017
Toyota,Petrol,Manual,First Owner,17.5,1199,88.7,5,3800,695000,2019
BMW,Petrol,Manual,First Owner,17.5,1199,88.7,5,9690,4200000,2022
Mahindra,Petrol,Manual,First Owner,17.5,1199,88.7,5,30000,1650000,2021
Mercedes-Benz,Diesel,Manual,First Owner,17.5,1199,88.7,5,12000,4425000,2019
Hyundai,Petrol,Manual,First Owner,17.5,1199,88.7,5,44559,495000,2015
Honda,Diesel,Manual,First Owner,27.3,1498,98.6,5,80000,575000,2017
Maruti,Petrol,Manual,First Owner,27.3,1498,98.6,5,34124,395000,2018
Tata,Petrol,Manual,First Owner,27.3,1498,98.6,5,40000,60,2011
Tata,Petrol,Manual,First Owner,27.3,1498,98.6,5,21000,875000,2022
Maruti,Petrol,Manual,First Owner,27.3,1498,98.6,5,40987,405999,2015
MG,Petrol,Manual,First Owner,27.3,1498,98.6,5,10000,2050000,2022
Mercedes-Benz,Diesel,Automatic,First Owner,15.0,2143,107.3,5,58000,1950000,2015
Hyundai,Diesel,Automatic,First Owner,15.0,2143,107.3,5,50000,200000,2012
Maruti,Petrol,Automatic,First Owner,15.0,2143,107.3,5,40000,600000,2019
Jeep,Diesel,Automatic,First Owner,15.0,2143,107.3,5,56545,1600000,2018
BMW,Petrol,Automatic,First Owner,15.0,2143,107.3,5,18157,4965000,2020
Tata,Petrol,Automatic,First Owner,15.0,2143,107.3,5,37587,627000,2021
Maruti,Petrol,Manual,Second Owner,15.9,1298,85.0,5,70000,150000,2008
Honda,Petrol,Manual,Second Owner,15.9,1298,85.0,5,48168,750000,2018
Hyundai,Petrol,Manual,Second Owner,15.9,1298,85.0,5,80000,170000,2011
Volkswagen,Petrol,Manual,Second Owner,15.9,1298,85.0,5,64000,675000,2017
Toyota,Diesel,Manual,Second Owner,15.9,1298,85.0,5,120000,1100000,2011
Honda,Petrol,Manual,Second Owner,15.9,1298,85.0,5,90000,340000,2016
Maruti,Petrol,Automatic,First Owner,21.4,1197,83.1,5,61764,702000,2017
Mahindra,Diesel,Automatic,First Owner,21.4,1197,83.1,5,20000,975000,2019
Volkswagen,Diesel,Automatic,First Owner,21.4,1197,83.1,5,62761,343000,2014
Volkswagen,Petrol,Automatic,First Owner,21.4,1197,83.1,5,71413,533000,2018
Renault,Diesel,Automatic,First Owner,21.4,1197,83.1,5,40000,1100000,2020
Hyundai,Petrol,Automatic,First Owner,21.4,1197,83.1,5,73786,190000,2010
Mahindra,Petrol,Manual,Second Owner,18.15,1198,82.0,6,36018,448000,2016
Maruti,Petrol,Manual,Second Owner,18.15,1198,82.0,6,56357,480000,2018
Maruti,Petrol,Manual,Second Owner,18.15,1198,82.0,6,45075,544000,2019
Renault,Petrol,Manual,Second Owner,18.15,1198,82.0,6,31920,487000,2020
Hyundai,Petrol,Manual,Second Owner,18.15,1198,82.0,6,89667,594000,2016
Toyota,Petrol,Manual,Second Owner,18.15,1198,82.0,6,50000,300000,2009
Renault,Diesel,Automatic,First Owner,19.6,1461,108.45,5,150000,650000,2016
Maruti,Petrol,Automatic,First Owner,19.6,1461,108.45,5,60000,245000,2010
Mahindra,Petrol,Automatic,First Owner,19.6,1461,108.45,5,36882,990000,2021
BMW,Diesel,Automatic,First Owner,19.6,1461,108.45,5,46000,3390000,2019
Hyundai,Diesel,Automatic,First Owner,19.6,1461,108.45,5,120000,710000,2017
Maruti,Petrol,Automatic,First Owner,19.6,1461,108.45,5,22000,575000,2018
Hyundai,Petrol,Manual,First Owner,20.7,998,98.63,5,17197,801000,2022
Maruti,Petrol,Manual,First Owner,20.7,998,98.63,5,10585,719000,2022
Hyundai,Petrol,Manual,First Owner,20.7,998,98.63,5,82030,469000,2015
Maruti,Petrol,Manual,First Owner,20.7,998,98.63,5,9939,526000,2022
Maruti,Petrol,Manual,First Owner,20.7,998,98.63,5,56997,692000,2017
Maruti,Petrol,Manual,First Owner,20.7,998,98.63,5,38103,743000,2019
Honda,Petrol,Automatic,Second Owner,18.0,1497,117.3,5,62931,772000,2016
Honda,Petrol,Automatic,Second Owner,18.0,1497,117.3,5,50000,375000,2012
Maruti,Petrol,Automatic,Second Owner,18.0,1497,117.3,5,31469,716000,2017
Maruti,Petrol,Automatic,Second Owner,18.0,1497,117.3,5,7156,926000,2022
Hyundai,Petrol,Automatic,Second Owner,18.0,1497,117.3,5,120000,650000,2013
Maruti,Petrol,Automatic,Second Owner,18.0,1497,117.3,5,15000,645000,2022
Toyota,Petrol,Manual,Second Owner,14.53,1798,138.1,5,90000,500000,2013
Maruti,Petrol,Manual,Second Owner,14.53,1798,138.1,5,60000,245000,2010
Maruti,Petrol,Manual,Second Owner,14.53,1798,138.1,5,20000,1000000,2022
Toyota,Petrol,Manual,Second Owner,14.53,1798,138.1,5,20608,850000,2018
Audi,Diesel,Manual,Second Owner,14.53,1798,138.1,5,59000,2089999,2015
Toyota,Diesel,Manual,Second Owner,14.53,1798,138.1,5,69000,1700000,2018
Mahindra,Petrol,Manual,First Owner,16.82,1197,108.62,5,21023,1103000,2021
Hyundai,Petrol,Manual,First Owner,16.82,1197,108.62,5,17642,1214000,2020
Chevrolet,Petrol,Manual,First Owner,16.82,1197,108.62,5,70000,150000,2010
Maruti,Petrol,Manual,First Owner,16.82,1197,108.62,5,92000,725000,2019
Maruti,Petrol,Manual,First Owner,16.82,1197,108.62,5,18835,411000,2021
Hyundai,Petrol,Manual,First Owner,16.82,1197,108.62,5,48327,359000,2013
Toyota,Diesel,Manual,First Owner,21.43,1364,86.79,5,43000,1490000,2018
Tata,Diesel,Manual,First Owner,21.43,1364,86.79,5,20000,438999,2018
Hyundai,Diesel,Manual,First Owner,21.43,1364,86.79,5,120000,305000,2014
Maruti,Petrol,Manual,First Owner,21.43,1364,86.79,5,67553,501000,2018
Mahindra,Diesel,Manual,First Owner,21.43,1364,86.79,5,120000,650000,2010
Maruti,Petrol,Manual,First Owner,21.43,1364,86.79,5,40000,120000,2008
Maruti,Diesel,Automatic,First Owner,28.4,1248,74.02,5,110505,627000,2017
Hyundai,Petrol,Automatic,First Owner,28.4,1248,74.02,5,9157,753000,2021
Maruti,Diesel,Automatic,First Owner,28.4,1248,74.02,5,120000,550000,2017
Maruti,Petrol,Automatic,First Owner,28.4,1248,74.02,5,95286,577000,2017
Mini,Petrol,Automatic,First Owner,28.4,1248,74.02,5,40000,3675000,2016
Kia,Petrol,Automatic,First Owner,28.4,1248,74.02,5,38967,1121000,2020
Hyundai,Petrol,Manual,First Owner,17.0,1591,121.3,5,78892,835000,2018
Honda,Petrol,Manual,First Owner,17.0,1591,121.3,5,65979,362000,2016
Audi,Diesel,Manual,First Owner,17.0,1591,121.3,5,90000,1300000,2014
Mahindra,Diesel,Manual,First Owner,17.0,1591,121.3,5,66000,894999,2015
Tata,Petrol,Manual,First Owner,17.0,1591,121.3,5,60932,610000,2019
Kia,Diesel,Manual,First Owner,17.0,1591,121.3,5,50000,1375000,2020
Audi,Diesel,Automatic,First Owner,18.53,1968,187.74,5,59000,2089999,2015
Skoda,Diesel,Automatic,First Owner,18.53,1968,187.74,5,65000,300000,2014
Honda,Petrol,Automatic,First Owner,18.53,1968,187.74,5,70000,290000,2012
Hyundai,Petrol,Automatic,First Owner,18.53,1968,187.74,5,35929,521000,2019
Kia,Petrol,Automatic,First Owner,18.53,1968,187.74,5,33539,1675000,2020
Maruti,Petrol,Automatic,First Owner,18.53,1968,187.74,5,33000,525000,2016
Chevrolet,Petrol,Manual,First Owner,18.2,1199,82.4,5,90058,350000,2014
Datsun,Petrol,Manual,First Owner,18.2,1199,82.4,5,7940,389000,2020
Hyundai,Diesel,Manual,First Owner,18.2,1199,82.4,5,90000,550000,2013
Honda,Petrol,Manual,First Owner,18.2,1199,82.4,5,136035,650000,2016
Tata,Petrol,Manual,First Owner,18.2,1199,82.4,5,66837,530000,2018
Toyota,Petrol,Manual,First Owner,18.2,1199,82.4,5,70000,375000,2014
Audi,Diesel,Automatic,First Owner,13.22,2967,241.4,5,69000,2100000,2015
Hyundai,Petrol,Automatic,First Owner,13.22,2967,241.4,5,100000,114999,2010
Hyundai,Lpg,Automatic,First Owner,13.22,2967,241.4,5,100000,210000,2011
Maruti,Diesel,Automatic,First Owner,13.22,2967,241.4,5,93997,670000,2013
Mercedes-Benz,Diesel,Automatic,First Owner,13.22,2967,241.4,5,400,7990000,2022
Maruti,Petrol,Automatic,First Owner,13.22,2967,241.4,5,120000,90,2006
Honda,Diesel,Manual,First Owner,25.5,1498,98.6,5,67000,925000,2019
BMW,Diesel,Manual,First Owner,25.5,1498,98.6,5,40000,865000,2011
Maruti,Petrol,Manual,First Owner,25.5,1498,98.6,5,70000,910000,2020
Skoda,Petrol,Manual,First Owner,25.5,1498,98.6,5,60000,775000,2018
Maruti,Petrol,Manual,First Owner,25.5,1498,98.6,5,60000,250000,2008
Isuzu,Diesel,Manual,First Owner,25.5,1498,98.6,5,72000,1698999,2018
Maruti,Diesel,Manual,First Owner,28.09,1248,88.5,5,80000,850000,2017
Fiat,Petrol,Manual,First Owner,28.09,1248,88.5,5,60000,185000,2011
Maruti,Petrol,Manual,First Owner,28.09,1248,88.5,5,80000,225000,2010
Maruti,Diesel,Manual,First Owner,28.09,1248,88.5,5,52220,980000,2019
Hyundai,Petrol,Manual,First Owner,28.09,1248,88.5,5,44285,715000,2019
Hyundai,Petrol,Manual,First Owner,28.09,1248,88.5,5,58511,894999,2017
BMW,Diesel,Manual,First Owner,28.09,1248,88.5,5,19859,3950000,2019
